Country,Year,Variable,Unit,Value
Hungary,1980,Tertiary treatment,Percentage,0
Hungary,2000,Tertiary treatment,Percentage,5.5
Hungary,2005,Tertiary treatment,Percentage,21.3
Hungary,2010,Tertiary treatment,Percentage,33.1
Hungary,2011,Tertiary treatment,Percentage,36.9
Hungary,2012,Tertiary treatment,Percentage,54.9
Hungary,2013,Tertiary treatment,Percentage,56.01
Hungary,2014,Tertiary treatment,Percentage,58.41
Hungary,2015,Tertiary treatment,Percentage,66.4
Hungary,2016,Tertiary treatment,Percentage,68.66
Hungary,2017,Tertiary treatment,Percentage,72.08
Iceland,2000,Tertiary treatment,Percentage,0
Iceland,2005,Tertiary treatment,Percentage,0
Iceland,2010,Tertiary treatment,Percentage,1
Ireland,1980,Tertiary treatment,Percentage,0
Ireland,2011,Tertiary treatment,Percentage,14
Ireland,2012,Tertiary treatment,Percentage,16.51
Ireland,2013,Tertiary treatment,Percentage,17.63
Ireland,2014,Tertiary treatment,Percentage,18.74
Ireland,2015,Tertiary treatment,Percentage,19.83
Ireland,2016,Tertiary treatment,Percentage,20.91
Ireland,2017,Tertiary treatment,Percentage,20.91
Italy,1970,Tertiary treatment,Percentage,0
Italy,2005,Tertiary treatment,Percentage,35.9
Italy,2012,Tertiary treatment,Percentage,35.2
Italy,2015,Tertiary treatment,Percentage,40.9
Japan,1970,Tertiary treatment,Percentage,0
Japan,1980,Tertiary treatment,Percentage,0
Japan,2000,Tertiary treatment,Percentage,8
Japan,2005,Tertiary treatment,Percentage,14
Japan,2010,Tertiary treatment,Percentage,20.20000076
Japan,2011,Tertiary treatment,Percentage,20.38829994
Japan,2012,Tertiary treatment,Percentage,22.4
Japan,2013,Tertiary treatment,Percentage,24.2
Japan,2014,Tertiary treatment,Percentage,25.8
Japan,2015,Tertiary treatment,Percentage,27
Japan,2016,Tertiary treatment,Percentage,27.9
Korea,2000,Tertiary treatment,Percentage,0.800000012
Korea,2005,Tertiary treatment,Percentage,17.60000038
Korea,2010,Tertiary treatment,Percentage,54.09999847
Korea,2011,Tertiary treatment,Percentage,58.20000076
Korea,2012,Tertiary treatment,Percentage,59.90000153
Korea,2013,Tertiary treatment,Percentage,82.07
Korea,2014,Tertiary treatment,Percentage,82.76
Korea,2015,Tertiary treatment,Percentage,84.57
Korea,2016,Tertiary treatment,Percentage,89.14479268
Luxembourg,1970,Tertiary treatment,Percentage,0
Luxembourg,1980,Tertiary treatment,Percentage,0
Luxembourg,2010,Tertiary treatment,Percentage,29.3
Luxembourg,2011,Tertiary treatment,Percentage,31
Luxembourg,2012,Tertiary treatment,Percentage,68.8
Luxembourg,2013,Tertiary treatment,Percentage,69.8
Luxembourg,2014,Tertiary treatment,Percentage,69.9
Luxembourg,2015,Tertiary treatment,Percentage,71.3
Luxembourg,2016,Tertiary treatment,Percentage,76.6
Luxembourg,2017,Tertiary treatment,Percentage,75.2
Netherlands,1970,Tertiary treatment,Percentage,0
Netherlands,1980,Tertiary treatment,Percentage,2.6
Netherlands,2000,Tertiary treatment,Percentage,81.6
Netherlands,2005,Tertiary treatment,Percentage,96.5
Netherlands,2010,Tertiary treatment,Percentage,98
Netherlands,2011,Tertiary treatment,Percentage,98.3
Netherlands,2012,Tertiary treatment,Percentage,98.4
Netherlands,2013,Tertiary treatment,Percentage,98.4
Netherlands,2014,Tertiary treatment,Percentage,98.4
Netherlands,2015,Tertiary treatment,Percentage,98.53
Netherlands,2016,Tertiary treatment,Percentage,98.65
Netherlands,2017,Tertiary treatment,Percentage,98.7
New Zealand,2000,Tertiary treatment,Percentage,40
Norway,1970,Tertiary treatment,Percentage,20
Norway,1980,Tertiary treatment,Percentage,26
Norway,2000,Tertiary treatment,Percentage,51.1
Norway,2005,Tertiary treatment,Percentage,56.6
Norway,2010,Tertiary treatment,Percentage,57.6
Norway,2011,Tertiary treatment,Percentage,59.8
Norway,2012,Tertiary treatment,Percentage,61.2
Norway,2013,Tertiary treatment,Percentage,61.2
Norway,2014,Tertiary treatment,Percentage,61.2
Norway,2015,Tertiary treatment,Percentage,64.1
Norway,2016,Tertiary treatment,Percentage,59.9
Norway,2017,Tertiary treatment,Percentage,58.9
Poland,2000,Tertiary treatment,Percentage,20.1
Poland,2005,Tertiary treatment,Percentage,37.3
Poland,2010,Tertiary treatment,Percentage,49.6
Poland,2011,Tertiary treatment,Percentage,52.2
Poland,2012,Tertiary treatment,Percentage,54.6
Poland,2013,Tertiary treatment,Percentage,56
Poland,2014,Tertiary treatment,Percentage,57.6
Poland,2015,Tertiary treatment,Percentage,58.9
Poland,2016,Tertiary treatment,Percentage,59.7
Poland,2017,Tertiary treatment,Percentage,59.5
Portugal,2005,Tertiary treatment,Percentage,15.2
Portugal,2017,Tertiary treatment,Percentage,37.98
Slovak Republic,2013,Tertiary treatment,Percentage,1.68
Slovak Republic,2014,Tertiary treatment,Percentage,1.72
Slovak Republic,2015,Tertiary treatment,Percentage,1.74
Slovak Republic,2016,Tertiary treatment,Percentage,1.8
Slovak Republic,2017,Tertiary treatment,Percentage,1.8
Spain,1980,Tertiary treatment,Percentage,0
Spain,2000,Tertiary treatment,Percentage,15
Spain,2010,Tertiary treatment,Percentage,60
Spain,2012,Tertiary treatment,Percentage,66.7
Spain,2014,Tertiary treatment,Percentage,69
Sweden,1970,Tertiary treatment,Percentage,3
Sweden,1980,Tertiary treatment,Percentage,61
Sweden,2000,Tertiary treatment,Percentage,81
Sweden,2005,Tertiary treatment,Percentage,81
Sweden,2010,Tertiary treatment,Percentage,82
Sweden,2011,Tertiary treatment,Percentage,82
Sweden,2012,Tertiary treatment,Percentage,83
Sweden,2013,Tertiary treatment,Percentage,83
Sweden,2014,Tertiary treatment,Percentage,83
Sweden,2015,Tertiary treatment,Percentage,83
Sweden,2016,Tertiary treatment,Percentage,83
Sweden,2017,Tertiary treatment,Percentage,83
Switzerland,1970,Tertiary treatment,Percentage,0
Switzerland,1980,Tertiary treatment,Percentage,41
Switzerland,2000,Tertiary treatment,Percentage,74
Switzerland,2005,Tertiary treatment,Percentage,77
Switzerland,2010,Tertiary treatment,Percentage,78
Switzerland,2013,Tertiary treatment,Percentage,87
Turkey,2000,Tertiary treatment,Percentage,3.7
Turkey,2005,Tertiary treatment,Percentage,10
Turkey,2010,Tertiary treatment,Percentage,17.8
Turkey,2012,Tertiary treatment,Percentage,21.8
Turkey,2013,Tertiary treatment,Percentage,18.25
Turkey,2014,Tertiary treatment,Percentage,18.4
Turkey,2015,Tertiary treatment,Percentage,31.73
Turkey,2016,Tertiary treatment,Percentage,32.42
United Kingdom,2000,Tertiary treatment,Percentage,27
United Kingdom,2005,Tertiary treatment,Percentage,43
United Kingdom,2010,Tertiary treatment,Percentage,49.9
United Kingdom,2014,Tertiary treatment,Percentage,57
United States,2000,Tertiary treatment,Percentage,36.59999847
United States,2012,Tertiary treatment,Percentage,40.6
Chile,2005,Tertiary treatment,Percentage,49.40000153
Chile,2010,Tertiary treatment,Percentage,60.85210037
Chile,2011,Tertiary treatment,Percentage,63.35630035
Chile,2012,Tertiary treatment,Percentage,71.9
Chile,2013,Tertiary treatment,Percentage,71.9
Chile,2014,Tertiary treatment,Percentage,73.1
Chile,2015,Tertiary treatment,Percentage,73.24
Chile,2016,Tertiary treatment,Percentage,71.17
Chile,2017,Tertiary treatment,Percentage,68.36
Estonia,2000,Tertiary treatment,Percentage,40
Estonia,2005,Tertiary treatment,Percentage,48
Estonia,2010,Tertiary treatment,Percentage,64.7
Estonia,2011,Tertiary treatment,Percentage,67.8
Estonia,2012,Tertiary treatment,Percentage,74.2
Estonia,2013,Tertiary treatment,Percentage,77.1
Estonia,2014,Tertiary treatment,Percentage,78
Estonia,2015,Tertiary treatment,Percentage,78.71
Estonia,2016,Tertiary treatment,Percentage,79.09
Estonia,2017,Tertiary treatment,Percentage,79.57
Israel,1980,Tertiary treatment,Percentage,8.899999619
Israel,2000,Tertiary treatment,Percentage,33.6
Israel,2005,Tertiary treatment,Percentage,39.1
Israel,2010,Tertiary treatment,Percentage,48.8
Israel,2011,Tertiary treatment,Percentage,49.4
Israel,2012,Tertiary treatment,Percentage,50.2
Israel,2013,Tertiary treatment,Percentage,51.1
Israel,2014,Tertiary treatment,Percentage,51.9
Israel,2015,Tertiary treatment,Percentage,52.7
Israel,2016,Tertiary treatment,Percentage,53.4
Israel,2017,Tertiary treatment,Percentage,53.4
Slovenia,2000,Tertiary treatment,Percentage,1.4
Slovenia,2005,Tertiary treatment,Percentage,10.9
Slovenia,2010,Tertiary treatment,Percentage,16.3
Slovenia,2011,Tertiary treatment,Percentage,18.4
Slovenia,2012,Tertiary treatment,Percentage,18.4
Slovenia,2013,Tertiary treatment,Percentage,21.6
Slovenia,2014,Tertiary treatment,Percentage,22.6
Slovenia,2015,Tertiary treatment,Percentage,26
Slovenia,2016,Tertiary treatment,Percentage,33.5
Slovenia,2017,Tertiary treatment,Percentage,41.7
Austria,2000,Population connected to independent treatment,Percentage,14.6
Austria,2010,Population connected to independent treatment,Percentage,6.1
Austria,2012,Population connected to independent treatment,Percentage,5.5
Austria,2014,Population connected to independent treatment,Percentage,5
Austria,2016,Population connected to independent treatment,Percentage,4.8
Belgium,2000,Population connected to independent treatment,Percentage,23.8
Belgium,2005,Population connected to independent treatment,Percentage,19.6
Belgium,2010,Population connected to independent treatment,Percentage,20.9
Belgium,2011,Population connected to independent treatment,Percentage,19.9
Belgium,2012,Population connected to independent treatment,Percentage,17.43
Belgium,2013,Population connected to independent treatment,Percentage,16.72
Belgium,2014,Population connected to independent treatment,Percentage,15.71
Belgium,2015,Population connected to independent treatment,Percentage,14.4
Belgium,2016,Population connected to independent treatment,Percentage,13.71
Belgium,2017,Population connected to independent treatment,Percentage,13.1
Denmark,1970,Population connected to independent treatment,Percentage,12
Denmark,2000,Population connected to independent treatment,Percentage,12.2
Denmark,2010,Population connected to independent treatment,Percentage,9.6
Denmark,2011,Population connected to independent treatment,Percentage,9.3
Denmark,2012,Population connected to independent treatment,Percentage,9.3
Denmark,2013,Population connected to independent treatment,Percentage,9.06
Denmark,2014,Population connected to independent treatment,Percentage,8.97
Denmark,2015,Population connected to independent treatment,Percentage,8.85
Denmark,2016,Population connected to independent treatment,Percentage,8.16
Denmark,2017,Population connected to independent treatment,Percentage,8.1
Finland,1970,Population connected to independent treatment,Percentage,15
Finland,1980,Population connected to independent treatment,Percentage,17
Finland,2000,Population connected to independent treatment,Percentage,20
Finland,2010,Population connected to independent treatment,Percentage,17
Finland,2011,Population connected to independent treatment,Percentage,17
Finland,2012,Population connected to independent treatment,Percentage,17
Finland,2013,Population connected to independent treatment,Percentage,17
Finland,2014,Population connected to independent treatment,Percentage,15
France,2010,Population connected to independent treatment,Percentage,18
France,2011,Population connected to independent treatment,Percentage,18
France,2012,Population connected to independent treatment,Percentage,18
France,2013,Population connected to independent treatment,Percentage,18
France,2014,Population connected to independent treatment,Percentage,18
France,2015,Population connected to independent treatment,Percentage,18
France,2016,Population connected to independent treatment,Percentage,18
France,2017,Population connected to independent treatment,Percentage,19
Germany,2010,Population connected to independent treatment,Percentage,3.6
Germany,2011,Population connected to independent treatment,Percentage,3.5
Germany,2012,Population connected to independent treatment,Percentage,3.34
Germany,2013,Population connected to independent treatment,Percentage,3.23
Germany,2014,Population connected to independent treatment,Percentage,2.88
Germany,2015,Population connected to independent treatment,Percentage,2.52
Germany,2016,Population connected to independent treatment,Percentage,2.069996948
Hungary,1970,Population connected to independent treatment,Percentage,15
Hungary,1980,Population connected to independent treatment,Percentage,17
Hungary,2000,Population connected to independent treatment,Percentage,17.6
Iceland,2000,Population connected to independent treatment,Percentage,6
Iceland,2005,Population connected to independent treatment,Percentage,6
Iceland,2010,Population connected to independent treatment,Percentage,7
Ireland,2011,Population connected to independent treatment,Percentage,31
Ireland,2012,Population connected to independent treatment,Percentage,32.31
Ireland,2013,Population connected to independent treatment,Percentage,31.23000183
Ireland,2014,Population connected to independent treatment,Percentage,31.10000336
Ireland,2015,Population connected to independent treatment,Percentage,31.23000183
Ireland,2016,Population connected to independent treatment,Percentage,31.11
Ireland,2017,Population connected to independent treatment,Percentage,31.11
Japan,2000,Population connected to independent treatment,Percentage,9.600000381
Japan,2005,Population connected to independent treatment,Percentage,11.60000038
Japan,2010,Population connected to independent treatment,Percentage,11.80000019
Japan,2011,Population connected to independent treatment,Percentage,11.80000019
Japan,2012,Population connected to independent treatment,Percentage,11.8
Japan,2013,Population connected to independent treatment,Percentage,11.9
Japan,2014,Population connected to independent treatment,Percentage,11.9
Japan,2015,Population connected to independent treatment,Percentage,12.1
Japan,2016,Population connected to independent treatment,Percentage,12.1
Luxembourg,2010,Population connected to independent treatment,Percentage,3
Luxembourg,2011,Population connected to independent treatment,Percentage,5
Luxembourg,2012,Population connected to independent treatment,Percentage,1.9
Luxembourg,2013,Population connected to independent treatment,Percentage,1.8
Luxembourg,2014,Population connected to independent treatment,Percentage,0
Luxembourg,2015,Population connected to independent treatment,Percentage,0
Mexico,2000,Population connected to independent treatment,Percentage,11.4
Mexico,2005,Population connected to independent treatment,Percentage,15.9
Mexico,2010,Population connected to independent treatment,Percentage,17.08
Netherlands,1970,Population connected to independent treatment,Percentage,0
Netherlands,1980,Population connected to independent treatment,Percentage,14.10000038
Netherlands,2000,Population connected to independent treatment,Percentage,1.9
Netherlands,2005,Population connected to independent treatment,Percentage,1
Netherlands,2010,Population connected to independent treatment,Percentage,0.7
Netherlands,2011,Population connected to independent treatment,Percentage,0.6
Netherlands,2012,Population connected to independent treatment,Percentage,0.6
Netherlands,2013,Population connected to independent treatment,Percentage,0.6
Netherlands,2014,Population connected to independent treatment,Percentage,0.6
Netherlands,2015,Population connected to independent treatment,Percentage,0.57
Netherlands,2016,Population connected to independent treatment,Percentage,0.55
Netherlands,2017,Population connected to independent treatment,Percentage,0.5
Norway,1970,Population connected to independent treatment,Percentage,15
Norway,1980,Population connected to independent treatment,Percentage,20
Norway,2000,Population connected to independent treatment,Percentage,20
Norway,2005,Population connected to independent treatment,Percentage,17.1
Norway,2010,Population connected to independent treatment,Percentage,16.3
